SampleID	ERR2619766	ERR2619772	ERR2619776	ERR2619778	ERR2619780	ERR2619781	ERR2619782	ERR2619783	ERR2619785	ERR2635202	SRR2487415	SRR2487416	SRR2487417	SRR2487418	SRR2487419	SRR2487420	SRR2487421	SRR2487422	SRR2487423	SRR2487424	SRR2487425	SRR2487426	SRR2487427	SRR2487428	SRR2487429	SRR2487430	SRR2487434	SRR2487435	SRR2487436	SRR3703111	SRR3703112	SRR3703113	SRR3703114	SRR3703115	SRR3703116	SRR3703117	SRR3703118	SRR3703147	SRR3703148	SRR3703149	SRR3703150	SRR3703151	SRR3703152	SRR3703153	SRR3703154	SRR3703155
hsa-miR-25-3p	425.0	540.0	3153.0	2248.0	389.0	674.0	797.0	308.0	592.0	1558.0	3821.0	3248.0	3747.0	3525.0	3116.0	3433.0	0.0	2355.0	2035.0	2351.0	0.0	7846.0	7043.0	7778.0	2.0	4623.0	6635.0	5792.0	6621.0	176004.0	1910234.0	107442.0	82105.0	130421.0	148090.0	195751.33	28.0	388911.0	57.0	86716.0	252.0	26081.0	85017.0	7.0	54297.0	72950.0
hsa-miR-25-5p	2	2	4	3	0	0	0	1	0	3	32	26	30	16	14	15	0	25	18	32	0	46	37	49	0	46	41	28	41	2	4	0	0	1	1	4	0	13	0	7	0	1	4	0	3	1
hsa-miR-2681-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	3	6	4	3	0	2	0	2	0	4	0	0	0	0	0	0	0	0
hsa-miR-2681-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	4	3	4	7	7	1	2	0	2	0	9	0	0	0	0	0	0	0	0
hsa-miR-26a-1-3p	3	0	0	0	0	0	1	1	2	2	8	5	7	2	0	2	0	1	1	5	0	3	1	5	0	7	6	3	6	11	19	9	10	27	11	25	0	11	0	15	0	5	3	0	4	7
hsa-miR-26a-2-3p	8	1	5	2	0	5	2	1	0	7	30	23	35	13	8	11	0	5	16	12	0	5	7	10	0	26	8	8	11	111	203	117	136	140	113	170	0	43	0	72	0	24	14	0	51	47
hsa-miR-26a-5p	6611.34	9900.66	26098.66	47272.66	20584.34	25981.0	26396.66	15824.34	33976.0	104582.34	209680.34	191629.0	209178.0	87100.0	79047.66	86598.66	8.0	109973.34	100193.0	110729.34	0.0	123734.34	112530.66	123365.0	35.0	238241.0	243113.66	218881.0	241888.66	75056.66	218144.0	57157.0	93982.66	65423.84	51141.0	139899.16	31.0	13371.84	12.0	20840.0	28.0	11787.66	9299.5	2.0	23531.34	29822.34
hsa-miR-26b-3p	4	7	4	14	6	20	13	10	20	12	174	161	176	92	79	76	0	74	72	74	0	133	117	120	0	138	142	135	128	194	667	296	1221	1121	286	282	0	351	0	269	0	232	310	1	300	441
hsa-miR-26b-5p	804.67	1531.33	2437.33	2725.33	2312.67	3624.0	3824.33	3123.67	4282.0	3834.67	23377.67	21326.0	23292.0	8652.0	8021.33	8642.33	0.0	9021.67	8243.0	9020.67	1.0	10917.67	10035.33	10794.0	3.0	15488.0	13673.33	12331.0	13700.33	17030.33	49927.0	20765.0	63199.33	26862.17	17958.0	30501.83	5.0	10276.17	6.0	10880.0	24.0	5209.33	6721.5	1.0	7600.67	10826.67
hsa-miR-27a-3p	510.83	747.0	1958.5	2391.0	405.17	868.0	514.17	399.83	2485.0	3523.0	4913.33	4178.17	4783.33	6340.83	5478.17	6271.5	0.0	2693.33	2258.0	2590.83	0.0	7462.67	6357.83	7477.33	4.0	7236.67	10400.67	8506.83	9940.33	49821.83	71957.5	32006.67	56327.17	38979.5	65299.33	104503.5	7.0	17278.17	26.0	20937.33	15.0	14743.83	6085.5	3.0	42617.33	15613.0
hsa-miR-27a-5p	6	6	14	11	1	9	2	0	8	44	28	28	29	16	14	17	0	16	18	18	0	7	7	5	0	33	11	12	17	1161	2184	262	210	814	916	825	0	122	0	73	0	32	46	0	188	57
hsa-miR-27b-3p	3670.83	6437.5	17356.5	33498.0	6070.67	9386.5	10990.17	7672.83	11375.0	38635.0	109595.83	97239.67	109731.33	57539.33	52228.17	57583.0	2.0	56034.33	49397.5	55976.33	1.0	49598.17	44471.33	49238.33	15.0	118539.17	166115.17	147771.83	164816.33	56708.33	94447.0	42997.67	49563.67	39506.0	46537.33	81356.0	13.0	22733.17	18.0	18899.83	30.0	17813.33	7779.5	4.0	28336.33	15616.5
hsa-miR-27b-5p	10	23	23	42	4	8	7	8	9	58	562	514	555	164	136	162	0	273	233	256	0	164	130	176	0	560	361	279	319	263	338	184	229	239	145	292	0	192	0	203	0	129	69	0	255	172
hsa-miR-28-3p	354.0	1091.0	2244.0	10252.0	1042.0	1894.0	1355.0	675.0	1533.0	6341.0	10202.0	8753.0	10048.0	9134.0	8135.0	8887.0	2.0	8178.0	7220.0	8126.0	0.0	20631.0	17858.0	20446.0	4.0	12410.0	32068.0	27805.0	31803.0	70665.0	143695.0	63344.0	64443.0	81003.0	73950.0	103155.0	17.0	109593.5	28.0	50052.0	82.0	40423.5	35378.0	3.0	36315.0	51693.0
hsa-miR-28-5p	43.0	98.5	165.0	873.0	93.5	152.0	89.0	108.0	180.5	598.0	1481.83	1339.67	1521.33	1161.83	1043.0	1093.0	0.0	1047.5	958.0	1081.17	0.0	3080.5	2740.67	2945.83	0.0	2055.33	2965.83	2580.83	2995.67	2252.33	3209.0	1234.5	1400.83	1925.17	1671.5	2620.0	0.0	3303.67	1.0	1883.0	1.0	1011.83	943.17	0.0	1191.5	1595.83
hsa-miR-296-3p	0	0	1	1	0	1	0	0	1	0	4	2	6	2	0	0	0	5	2	7	0	5	9	3	0	1	4	2	7	5	14	3	10	19	8	3	0	7	0	7	0	12	62	0	39	25
hsa-miR-296-5p	0	0	2	2	1	0	1	1	0	0	3	4	2	1	1	2	0	1	0	2	0	6	2	6	0	0	4	5	3	13	98	43	94	53	15	36	0	22	1	14	0	49	144	0	97	94
hsa-miR-299-3p	0	5	3	4	3	2	2	2	3	22	17	15	5	5	0	2	0	11	8	14	0	15	12	13	0	24	4	1	2	10	5	3	0	4	1	5	0	0	0	7	0	3	0	0	9	1
hsa-miR-299-5p	0	0	2	8	1	1	2	2	0	2	4	0	2	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	224	112	36	28	33	101	106	0	9	0	32	0	26	14	0	83	24
hsa-miR-29a-3p	245.0	659.5	1241.0	842.0	415.5	589.0	330.0	524.0	1200.0	1195.0	7098.5	5864.33	7058.5	3764.67	3125.83	3566.5	0.0	4160.0	3458.0	4163.0	0.0	3698.67	3137.0	3744.0	0.0	7186.33	9387.83	7895.33	9343.5	174451.5	362084.92	244199.5	473522.0	173229.58	292164.5	411591.83	160.0	62219.67	95.0	39504.33	70.0	107932.0	23786.67	12.0	132331.33	108812.83
hsa-miR-29a-5p	0	4	3	0	0	2	3	0	4	1	29	21	20	14	13	21	0	17	8	12	0	25	12	13	0	13	34	24	30	70	116	77	122	120	97	134	0	80	0	34	0	89	45	0	67	210
hsa-miR-29b-1-5p	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	17.0	14.0	12.0	3.0	3.0	3.0	0.0	8.0	9.0	9.0	0.0	4.0	6.0	5.0	0.0	16.0	5.0	11.0	6.0	25.5	71.0	42.0	79.0	166.5	38.0	59.0	0.0	41.0	0.0	22.0	0.0	85.0	30.0	0.0	35.5	100.0
hsa-miR-29b-2-5p	0.0	0.0	4.0	2.0	1.0	5.0	2.0	5.0	4.0	3.0	22.0	23.0	25.0	12.0	12.0	7.0	0.0	12.0	14.0	12.0	0.0	20.0	11.0	19.0	0.0	13.0	23.0	18.0	32.0	617.5	1674.0	605.0	1237.0	1302.5	841.0	1147.0	0.0	144.0	0.0	155.0	0.0	584.0	667.0	0.0	211.5	298.0
hsa-miR-29b-3p	49.0	89.0	194.0	86.0	72.34	82.66	89.66	88.66	89.66	129.66	496.66	404.34	441.66	306.34	293.66	341.34	0.0	359.0	298.0	331.0	0.0	281.34	244.0	246.34	0.0	454.66	837.66	787.0	753.66	9719.0	17709.84	16705.66	41670.34	22932.5	21132.34	24376.66	8.66	19749.34	24.0	9244.66	12.0	30275.34	7766.66	4.0	19075.34	31079.66
hsa-miR-29c-3p	106.0	212.5	246.0	307.0	474.17	413.33	509.33	738.33	584.33	367.33	2913.83	2609.33	2981.83	2063.0	1747.5	2170.17	0.0	1422.0	1222.0	1457.0	0.0	1551.0	1367.0	1551.67	0.0	2040.0	4367.5	3742.67	4470.83	61630.5	200329.25	87832.83	181325.67	64069.92	72297.17	139022.5	69.33	10567.0	17.0	12702.0	29.0	29054.67	14704.67	5.0	71727.33	11338.5
hsa-miR-29c-5p	11	7	21	37	27	17	25	26	20	21	80	58	68	30	33	26	0	28	31	37	0	33	34	39	0	43	71	85	73	542	1106	590	1203	1375	575	1106	0	163	0	187	1	742	449	0	280	272
hsa-miR-301a-3p	45.0	50.0	140.0	103.0	19.0	44.0	28.0	18.0	48.0	149.0	655.0	546.0	665.0	457.0	401.0	413.0	0.0	499.0	498.0	532.0	0.0	2214.0	1899.5	2130.0	0.0	1016.0	560.0	507.0	587.0	74.0	375.0	110.0	122.0	152.0	142.0	124.0	0.0	641.0	0.0	1460.5	0.0	63.0	311.0	0.0	62.5	392.0
hsa-miR-301a-5p	0	0	0	1	0	0	0	0	0	0	1	2	1	3	2	2	0	0	0	2	0	6	5	6	0	1	2	1	2	1	23	4	21	53	10	9	0	197	0	177	0	30	115	0	15	141
hsa-miR-301b-3p	10.0	4.0	41.0	6.0	4.0	3.0	3.0	4.0	14.0	11.0	18.0	11.0	10.0	24.0	18.0	17.0	0.0	39.0	33.0	43.0	0.0	173.0	175.5	172.0	0.0	58.0	21.0	25.0	20.0	8.0	19.0	4.0	2.0	2.0	12.0	4.0	0.0	549.0	0.0	528.5	0.0	14.0	112.0	0.0	7.5	189.0
hsa-miR-301b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	1	0	0	48	0	40	1	0	17	0	1	31
hsa-miR-302a-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-302a-5p	0	3	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3059-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
hsa-miR-3059-5p	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	9	0	0	0	0	0	141
hsa-miR-3064-3p	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	12	26	3	10	7	24	23	0	2	0	4	0	1	3	0	4	1
hsa-miR-3064-5p	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	3	2	1	0	1	1	2	0	3	0	0	1	2	4	1	0	3	1	2	0	0	0	3	0	1	1	0	0	3
hsa-miR-3065-3p	0	0	0	4	8	8	6	5	4	1	61	49	61	1	3	3	0	14	16	12	0	10	6	7	0	10	6	8	9	2220	5804	2367	3058	3455	3834	7082	2	365	0	1319	0	451	92	0	393	358
hsa-miR-3065-5p	1	0	0	0	6	3	10	9	6	1	18	12	17	4	2	0	0	5	6	13	0	6	3	2	0	2	2	8	4	80	174	111	236	218	180	289	0	61	0	271	0	46	18	0	37	40
hsa-miR-3085-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	3	5	8	0	4	11	6	5	0	0	0	12	0	0	0	0	0	2
hsa-miR-3085-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	2	5	1	1	3	4	7	0	0	0	5	0	1	0	0	0	1
hsa-miR-30a-3p	26.0	46.0	88.5	257.5	119.0	146.0	274.0	89.0	91.0	230.5	15373.0	13350.5	14997.0	1974.5	1837.5	1965.5	0.0	5886.0	4935.0	5769.5	0.0	2815.0	2546.0	2933.5	3.0	10265.5	3576.0	3163.0	3472.5	307857.33	1172302.0	419313.0	545429.0	903382.5	477137.0	653725.5	137.0	17677.5	37.0	26655.5	28.0	13529.0	5199.0	13.0	13935.5	23266.0
hsa-miR-30a-5p	1190.0	1888.5	2575.0	8517.0	5869.5	6257.5	10940.0	7168.0	2046.0	6374.5	301203.0	275289.5	299622.5	62825.5	57369.0	62306.5	8.0	162339.5	148404.0	160757.0	0.0	93895.5	86195.5	93796.0	40.5	235547.0	121738.0	110511.5	121827.0	715834.0	2959589.5	1039858.0	1174035.0	2674223.5	1177971.0	1584026.5	408.0	37073.0	87.0	57268.5	217.0	37135.0	11258.0	31.0	44369.0	66925.5
hsa-miR-30b-3p	1	1	0	0	2	1	0	1	1	1	67	69	66	7	4	5	0	27	19	27	0	10	11	7	0	39	3	11	5	106	208	93	110	185	177	210	0	37	0	53	0	25	7	0	15	32
hsa-miR-30b-5p	235.33	257.0	559.0	787.0	852.0	699.0	1126.0	812.0	783.33	761.0	7152.33	5347.67	7142.0	2956.0	1889.33	2951.0	3.0	2912.33	2181.0	2910.33	0.0	4582.67	2945.33	4522.33	3.0	5006.67	6440.67	4346.33	6449.67	12052.0	39331.0	27250.0	54996.67	28221.33	20092.67	46347.33	12.0	7967.0	6.0	10442.67	11.0	2828.67	2371.0	1.0	3284.33	8738.0
hsa-miR-30c-1-3p	2.0	3.0	1.0	9.0	2.0	1.0	6.0	1.0	0.0	3.0	304.5	267.5	306.0	50.0	58.5	77.0	0.0	103.0	78.0	116.0	0.0	49.0	48.0	48.0	0.0	162.0	98.0	107.5	99.0	20.0	33.0	23.0	37.0	26.0	27.0	40.5	0.0	12.0	0.0	13.0	0.0	4.0	15.0	0.0	12.0	17.0
hsa-miR-30c-2-3p	0.0	3.0	9.0	8.0	6.0	5.0	13.0	8.0	3.0	6.0	1917.5	1823.5	1928.0	386.0	308.5	375.0	0.0	1043.0	979.0	1033.0	0.0	462.0	417.0	452.0	0.0	1481.0	603.0	535.5	596.0	2751.0	6828.0	2451.0	1930.0	3980.0	2034.0	3017.5	1.0	94.0	0.0	186.0	2.0	124.0	32.0	0.0	194.0	183.0
hsa-miR-30c-5p	241.66	275.0	529.0	818.0	615.0	591.0	825.0	1040.0	740.66	677.0	41397.66	32378.34	40750.0	7831.0	5883.66	7758.0	0.0	18240.66	14155.0	18160.66	0.0	13834.34	10483.66	14052.66	4.0	22822.34	14780.34	11241.66	15183.34	12985.0	39100.0	18131.0	21609.34	25267.66	17157.34	29625.66	4.0	3516.0	5.0	6604.34	7.0	2508.34	2937.0	1.0	4176.66	10212.0
hsa-miR-30d-3p	1.0	5.0	14.0	16.0	9.0	26.0	27.5	14.0	29.0	25.0	586.0	509.5	560.5	183.0	163.0	184.5	0.0	161.0	162.5	188.5	0.0	231.0	213.0	238.5	0.0	388.0	417.0	378.0	421.5	463.33	1357.5	487.5	667.5	842.0	611.5	989.5	0.0	108.5	0.0	75.5	0.0	44.5	30.5	0.0	48.0	81.5
hsa-miR-30d-5p	770.0	1049.5	2259.0	5368.0	2817.5	3497.0	4352.5	4018.0	4369.5	4116.0	53411.5	48951.0	53594.5	18885.5	17053.5	18695.5	1.0	27781.5	25375.0	27456.0	0.0	28333.0	25232.0	28186.0	9.5	39415.0	34725.0	31011.5	34334.0	241703.5	881515.0	288879.5	287020.0	554245.0	235334.0	594816.5	59.0	29364.0	20.0	13890.0	95.0	19384.0	8869.0	8.0	14398.0	38456.5
hsa-miR-30e-3p	43.0	94.0	143.5	225.5	139.0	181.0	324.5	140.0	150.0	242.5	3748.0	3200.0	3803.5	835.5	704.5	832.0	0.0	978.0	830.5	914.0	0.0	1149.0	987.0	1142.0	0.0	1838.5	2790.0	2318.0	2743.0	229240.33	635311.5	155013.5	155411.5	195582.5	225941.5	354743.0	45.0	29615.0	33.0	44369.0	67.0	26760.5	23980.5	6.0	27318.5	64147.5
hsa-miR-30e-5p	1082.0	757.0	1588.0	1685.0	1941.0	1843.5	3334.5	3880.0	2601.5	2022.5	28160.5	25087.5	28519.0	8741.0	7752.5	8799.0	1.0	10728.0	9602.0	10872.0	0.0	14120.5	12374.5	14065.0	4.0	16096.0	25791.0	22525.0	26019.0	79199.5	273618.5	55113.5	58353.0	82632.5	57369.0	125613.0	17.0	19006.0	19.0	28381.5	50.0	16381.0	13558.0	6.0	33895.0	51962.0
hsa-miR-31-3p	6	2	27	0	9	7	11	4	12	4	0	0	2	0	2	1	0	0	0	0	0	2	2	0	0	1	3	3	7	172	98	23	19	23	65	70	0	0	0	216	0	213	590	0	293	18
hsa-miR-31-5p	132	195	859	17	246	460	399	292	720	290	943	807	968	115	139	138	0	407	368	378	0	302	221	259	1	1465	2820	2455	2830	9	18	6	9	18	16	18	0	2	0	375	0	267	837	0	287	32
hsa-miR-3126-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	3	4	0	1	0	2	0	2	0	1	0	0	5	0	1	2
hsa-miR-3126-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	2	0
hsa-miR-3127-3p	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	8	1	1	2	2	2	0	7	0	5	0	3	3	0	0	11
hsa-miR-3127-5p	0	0	0	0	0	0	0	0	0	1	2	2	3	0	0	1	0	1	3	3	0	7	5	6	0	3	4	5	4	39	147	25	33	60	48	95	0	133	0	99	1	26	77	0	23	462
hsa-miR-3130-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	2	1	0	3	1	1	5	0	7	0	1	0	1	2	0	8	3
hsa-miR-3130-5p	0	1	1	1	0	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	101	1643	69	28	112	6	171	0	78	1	18	0	25	5	0	25	5
hsa-miR-3140-3p	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	20	0	2	0	2	0	0	0	0	0	0	0	1	0	1	1
hsa-miR-3140-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
hsa-miR-3144-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	2	1	0	0	0	2	0	2	0	3	0	0	0	0	3	26
hsa-miR-3144-5p	0	0	0	0	0	0	0	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3145-3p	1	0	0	0	0	0	0	0	0	0	3	1	3	0	2	1	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	1	0	0	1	0	0	0
hsa-miR-3145-5p	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0
hsa-miR-3157-3p	0	0	0	0	0	2	0	0	0	1	0	5	1	1	2	2	0	0	0	0	0	3	4	2	0	1	7	8	5	6	22	1	6	6	2	4	0	11	0	3	0	2	5	0	10	8
hsa-miR-3157-5p	0	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	1	1	0	1	3	0	1	2	53	4	11	10	4	10	0	3	0	2	0	2	1	0	0	2
hsa-miR-3158-3p	0	1	1	4	0	1	1	2	2	6	12	7	9	15	10	17	0	6	8	13	0	34	25	34	0	11	44	29	39	5	28	1	3	2	1	3	0	3	0	6	0	2	3	0	1	4
hsa-miR-3158-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	11	1	4	4	2	0	0	5	0	4	0	2	3	0	2	9
hsa-miR-3173-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	2	0	0	2	0	0	0
hsa-miR-3173-5p	0	0	0	0	1	0	0	0	2	0	4	6	3	5	2	3	0	2	2	6	0	6	1	5	0	6	8	6	6	7	39	10	7	10	15	10	0	19	0	12	0	9	8	0	9	7
hsa-miR-3177-3p	0	0	0	0	0	0	0	0	0	0	1	2	2	2	1	1	0	1	0	1	0	0	2	0	0	0	8	4	9	5	3	0	1	1	2	8	0	0	0	0	0	0	20	0	1	6
hsa-miR-3177-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0
hsa-miR-3180-3p	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	1	0	1	0	0	0	0	3	1
hsa-miR-3180-5p	2.01	0.0	0.0	0.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.99	9.0	3.0	0.99	9.99	5.01	3.0	0.0	23.01	0.99	5.01	0.0	0.99	2.01	0.0	18.0	33.0
hsa-miR-3187-3p	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	2	0	0	1	1	1	2	8	1	2	2	2	5	0	11	0	20	0	1	36	0	4	4
hsa-miR-3187-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	8	2	0	2	1	5	0	0	0	4	0	1	1	0	0	1
hsa-miR-3189-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4	0	1	0	1	1	0	0	0	0	0	2	13	0	0	0
hsa-miR-3189-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3194-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	1	0	8	10	5	2	2	5	10	0	1	0	1	0	3	0	0	3	11
hsa-miR-3194-5p	0	1	0	1	0	1	0	0	0	1	1	0	2	1	0	0	0	0	0	0	0	3	6	3	0	0	2	4	4	1	3	0	3	0	4	1	0	0	0	14	0	3	3	0	2	22
hsa-miR-32-3p	0	2	2	2	0	2	1	2	2	2	23	20	30	0	4	3	0	9	1	6	0	5	8	13	0	13	3	3	11	7	37	12	10	22	16	22	0	47	0	23	0	7	6	0	10	23
hsa-miR-32-5p	16	7	13	11	23	38	37	56	49	12	89	77	116	62	64	76	0	39	33	48	0	123	98	104	0	108	193	159	217	549	4746	854	1360	596	1430	2084	0	894	1	633	0	181	94	0	253	420
hsa-miR-3200-3p	1	1	3	5	4	1	1	2	0	1	2	1	10	2	4	2	0	9	8	14	0	18	14	16	0	11	5	6	10	32	421	27	53	45	60	46	0	617	0	752	0	31	459	0	25	416
hsa-miR-3200-5p	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	5	1	8	0	4	1	2	1	0	7	0	0	1	0	0	0	1	0	2	0	0	2	0	0	0
hsa-miR-320a-3p	82.29	177.14	441.69	347.68	167.87	256.55	164.49	126.9	292.5	456.85	2565.84	2238.6	2570.25	1791.83	1450.04	1634.3	2.0	2016.68	1727.27	2016.0	0.0	2389.31	2133.7	2381.56	1.0	3535.51	2495.16	2171.13	2443.56	23990.16	44886.85	14573.81	15182.18	14951.5	34279.98	44149.89	6.0	27287.66	5.14	16532.17	13.0	5220.69	5384.06	1.0	5854.55	9796.82
hsa-miR-320a-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	2	2	8	0	0	0	3	0	0	0	1	1	0	1	0
hsa-miR-323a-3p	0.0	5.0	2.0	6.0	0.0	0.0	2.0	0.0	0.0	5.0	5.0	7.0	9.0	2.0	2.0	2.0	0.0	9.0	8.0	11.0	0.0	5.0	5.0	7.0	0.0	13.0	0.0	2.0	5.0	18.0	17.5	6.0	13.0	17.0	13.0	2.0	0.0	6.5	0.0	13.0	0.0	23.5	5.0	0.0	57.0	9.0
hsa-miR-323a-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-323b-3p	0.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	0.0	7.0	3.0	3.0	3.0	2.0	0.0	2.0	0.0	3.0	5.0	0.0	0.0	3.0	3.0	4.0	0.0	14.0	0.0	0.0	0.0	2.0	6.5	0.0	6.0	13.0	5.0	3.0	0.0	3.5	0.0	8.0	0.0	9.5	6.0	0.0	36.0	20.0
hsa-miR-323b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-324-3p	0	5	8	8	3	2	1	1	6	8	21	19	15	15	6	8	1	25	28	31	0	25	23	45	0	18	32	29	29	436	1567	304	638	549	271	420	0	1749	0	695	1	269	1246	0	370	1229
hsa-miR-324-5p	1	13	21	19	7	12	9	9	18	32	38	32	34	8	13	8	0	26	26	28	0	21	16	31	0	57	39	37	49	244	1230	259	652	654	401	479	0	2509	0	1202	1	342	1687	0	509	2555
hsa-miR-329-3p	0	1	0	1	0	0	0	1	1	3	3	3	6	0	1	1	0	2	0	0	0	0	1	0	0	0	0	1	0	23	12	10	6	4	25	8	0	1	0	4	0	3	0	0	12	5
hsa-miR-329-5p	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-330-3p	1	1	10	4	7	6	2	2	5	6	22	19	20	21	25	16	0	18	11	19	0	116	103	140	0	28	55	36	46	80	128	53	73	56	72	117	0	20	0	115	0	25	45	0	45	48
hsa-miR-330-5p	0	2	5	12	3	6	1	2	11	7	32	22	37	34	34	35	0	28	24	38	0	230	162	206	0	60	69	60	67	1104	3615	528	485	852	1513	1846	0	163	0	455	0	215	230	0	328	392
hsa-miR-335-3p	90	2	270	59	12	69	10	13	82	72	203	166	198	43	39	34	0	161	147	172	0	232	191	262	0	302	1087	982	1090	1394	2947	743	787	1549	2585	1685	0	5989	1	1559	2	633	373	0	304	1024
hsa-miR-335-5p	16	7	30	24	16	50	15	25	64	20	739	631	743	97	89	85	0	402	377	396	0	483	390	456	0	851	586	516	614	399	845	418	762	395	447	638	0	552	0	337	0	103	119	0	73	227
